"Date","icu_covid","icu_pui","icu_other","icu_available","non_icu_covid","non_icu_pui","non_icu_other","non_icu_available","vents_pts","vents_available","covid_new","covid_total","pui_total","covid_total_7davg","pui_total_7davg","covid_pct_7davg","covid_pui_pct_7davg","other_total","available_total","icu_covid_pct_7davg","icu_covid_pui_pct_7davg","non_icu_covid_pct_7davg","non_icu_covid_pui_pct_7davg","cap_pct_7davg_total","icu_cap_pct_7davg","non_icu_cap_pct_7davg","icu_covid_pct","non_icu_covid_pct","icu_cap_pct_1day","non_icu_cap_pct_1day","icu_total_patients","icu_typical_capacity","typical_icu_occupied_pct","non_icu_total_patients","non_icu_typical_capacity","typical_non_icu_occupied_pct","icu_available_under_typical","non_icu_available_under_typical"
"2020/10/12","20","3","211","98","56","18","1,291","588","160","552","10","80","21","74.57143","17.14286","3.0%","4.0%","1,502","686","6.0%","7.0%","2.0%","3.0%","26.0%","27.0%","25.0%","0.06","0.03","0.3","0.3","234","317","0.74","1,365","1,754","0.78","83","389"
"2020/10/13","20","3","214","94","55","9","1,417","505","171","543","13","79","12","75","16.28571","3.0%","4.0%","1,631","599","6.0%","6.0%","3.0%","3.0%","26.0%","27.0%","26.0%","0.06","0.03","0.28","0.25","237","317","0.75","1,481","1,754","0.84","80","273"
"2020/10/14","23","1","220","101","59","8","1,444","481","157","559","15","85","9","76.57143","15.14286","3.0%","4.0%","1,664","582","6.0%","7.0%","3.0%","3.0%","26.0%","27.0%","26.0%","0.07","0.03","0.29","0.24","244","317","0.77","1,511","1,754","0.86","73","243"
"2020/10/15","27","4","209","106","54","8","1,460","503","173","540","21","83","12","77.71429","14.85714","3.0%","4.0%","1,669","609","6.0%","7.0%","3.0%","3.0%","27.0%","28.0%","26.0%","0.08","0.03","0.31","0.25","240","317","0.76","1,522","1,754","0.87","77","232"
"2020/10/16","27","1","215","105","57","10","1,450","504","174","539","23","86","11","80.42857","13.57143","3.0%","4.0%","1,665","609","6.0%","7.0%","3.0%","3.0%","27.0%","28.0%","27.0%","0.08","0.03","0.3","0.25","243","317","0.77","1,517","1,754","0.86","74","237"
"2020/10/17","20","1","217","110","56","13","1,442","505","158","555","11","78","14","81.28571","13.71429","3.0%","4.0%","1,659","615","7.0%","7.0%","3.0%","3.0%","27.0%","29.0%","26.0%","0.06","0.03","0.32","0.25","238","317","0.75","1,511","1,754","0.86","79","243"
"2020/10/18","24","0","205","117","61","13","1,402","548","166","546","14","87","13","82.57143","13.14286","4.0%","4.0%","1,607","665","7.0%","7.0%","3.0%","3.0%","27.0%","31.0%","26.0%","0.07","0.03","0.34","0.27","229","317","0.72","1,476","1,754","0.84","88","278"
"2020/10/19","23","1","215","112","63","11","1,365","576","179","534","13","88","12","83.71429","11.85714","4.0%","4.0%","1,580","688","7.0%","7.0%","3.0%","3.0%","26.0%","31.0%","26.0%","0.07","0.03","0.32","0.29","239","317","0.75","1,439","1,754","0.82","78","315"
"2020/10/20","23","1","219","111","71","21","1,427","498","171","542","18","96","22","86.14286","13.28571","4.0%","4.0%","1,646","609","7.0%","7.0%","3.0%","4.0%","26.0%","31.0%","26.0%","0.06","0.04","0.31","0.25","243","317","0.77","1,519","1,754","0.87","74","235"
"2020/10/21","23","2","228","98","67","11","1,457","484","180","533","13","92","13","87.14286","13.85714","4.0%","4.0%","1,685","582","7.0%","7.0%","3.0%","4.0%","26.0%","31.0%","26.0%","0.07","0.03","0.28","0.24","253","317","0.8","1,535","1,754","0.88","64","219"
"2020/10/22","22","3","220","105","66","10","1,473","474","171","542","6","89","13","88","14","4.0%","4.0%","1,693","579","7.0%","7.0%","3.0%","4.0%","26.0%","31.0%","25.0%","0.06","0.03","0.3","0.23","245","317","0.77","1,549","1,754","0.88","72","205"
"2020/10/23","18","2","234","96","68","11","1,445","499","175","538","15","87","13","88.14286","14.28571","4.0%","4.0%","1,679","595","6.0%","7.0%","3.0%","4.0%","26.0%","31.0%","25.0%","0.05","0.03","0.27","0.25","254","317","0.8","1,524","1,754","0.87","63","230"
"2020/10/24","17","3","230","101","72","21","1,390","518","173","540","16","90","24","89.85714","15.71429","4.0%","4.0%","1,620","619","6.0%","7.0%","3.0%","4.0%","26.0%","30.0%","25.0%","0.05","0.04","0.29","0.26","250","317","0.79","1,483","1,754","0.85","67","271"
"2020/10/25","16","2","215","116","70","19","1,332","592","180","537","10","87","21","89.85714","16.85714","4.0%","5.0%","1,547","708","6.0%","6.0%","3.0%","4.0%","26.0%","30.0%","26.0%","0.05","0.03","0.33","0.29","233","317","0.74","1,421","1,754","0.81","84","333"
"2020/10/26","20","3","216","101","59","13","1,333","551","176","537","12","80","16","88.71429","17.42857","4.0%","5.0%","1,549","652","6.0%","6.0%","3.0%","4.0%","26.0%","30.0%","26.0%","0.06","0.03","0.3","0.28","239","317","0.75","1,405","1,754","0.8","78","349"
"2020/10/27","19","1","239","81","57","18","1,450","490","183","530","12","78","19","86.14286","17","4.0%","4.0%","1,689","571","6.0%","6.0%","3.0%","4.0%","26.0%","29.0%","26.0%","0.06","0.03","0.24","0.24","259","317","0.82","1,525","1,754","0.87","58","229"
"2020/10/28","19","1","240","96","61","10","1,438","501","189","524","17","83","11","84.85714","16.71429","4.0%","4.0%","1,678","597","5.0%","6.0%","3.0%","4.0%","26.0%","29.0%","26.0%","0.05","0.03","0.27","0.25","260","317","0.82","1,509","1,754","0.86","57","245"
"2020/10/29","22","0","234","98","61","7","1,455","515","188","530","12","85","7","84.28571","15.85714","4.0%","4.0%","1,689","613","5.0%","6.0%","3.0%","4.0%","26.0%","28.0%","26.0%","0.06","0.03","0.28","0.25","256","317","0.81","1,523","1,754","0.87","61","231"
"2020/10/30","23","1","229","101","65","8","1,436","502","166","537","15","90","9","84.71429","15.28571","4.0%","4.0%","1,665","603","6.0%","6.0%","3.0%","4.0%","26.0%","28.0%","26.0%","0.06","0.03","0.29","0.25","253","317","0.8","1,509","1,754","0.86","64","245"
"2020/10/31","25","1","230","97","58","6","1,446","525","167","546","8","85","7","84","12.85714","4.0%","4.0%","1,676","622","6.0%","6.0%","3.0%","4.0%","26.0%","28.0%","26.0%","0.07","0.03","0.27","0.26","256","317","0.81","1,510","1,754","0.86","61","244"
"2020/11/01","21","1","221","108","64","12","1,231","619","171","542","17","86","13","83.85714","11.71429","4.0%","4.0%","1,452","727","6.0%","6.0%","3.0%","4.0%","27.0%","28.0%","26.0%","0.06","0.03","0.31","0.32","243","317","0.77","1,307","1,754","0.75","74","447"
"2020/11/02","25","2","209","116","62","17","1,349","577","165","548","19","88","19","85","12.14286","4.0%","4.0%","1,558","693","6.0%","7.0%","3.0%","4.0%","27.0%","28.0%","27.0%","0.07","0.03","0.33","0.29","236","317","0.74","1,428","1,754","0.81","81","326"
"2020/11/03","28","2","219","107","68","13","1,418","493","167","546","14","98","15","87.85714","11.57143","4.0%","4.0%","1,637","600","7.0%","7.0%","3.0%","4.0%","27.0%","29.0%","27.0%","0.08","0.03","0.3","0.25","249","317","0.79","1,499","1,754","0.85","68","255"
"2020/11/04","27","0","208","117","70","9","1,459","456","168","545","14","99","9","90.14286","11.28571","4.0%","4.0%","1,667","573","7.0%","7.0%","3.0%","4.0%","27.0%","30.0%","26.0%","0.08","0.04","0.33","0.23","235","317","0.74","1,538","1,754","0.88","82","216"
"2020/11/05","26","3","218","84","59","12","1,492","437","167","544","22","87","15","90.42857","12.42857","4.0%","4.0%","1,710","521","7.0%","8.0%","3.0%","4.0%","26.0%","30.0%","26.0%","0.08","0.03","0.25","0.22","247","317","0.78","1,563","1,754","0.89","70","191"
"2020/11/06","24","3","211","92","65","10","1,478","446","175","537","21","93","13","90.85714","13","4.0%","4.0%","1,689","538","7.0%","8.0%","3.0%","4.0%","26.0%","30.0%","25.0%","0.07","0.03","0.28","0.22","238","317","0.75","1,553","1,754","0.89","79","201"
"2020/11/07","25","1","217","78","73","15","1,264","643","167","537","25","102","16","93.28571","14.28571","4.0%","5.0%","1,481","721","7.0%","8.0%","3.0%","4.0%","27.0%","29.0%","26.0%","0.08","0.04","0.24","0.32","243","317","0.77","1,352","1,754","0.77","74","402"
"2020/11/08","24","1","208","89","74","11","1,405","536","171","541","19","103","12","95.71429","14.14286","4.0%","5.0%","1,613","625","8.0%","8.0%","3.0%","4.0%","26.0%","29.0%","26.0%","0.07","0.04","0.28","0.26","233","317","0.74","1,490","1,754","0.85","84","264"
"2020/11/09","22","3","219","98","81","12","1,371","550","171","542","13","107","15","98.42857","13.57143","4.0%","5.0%","1,590","648","7.0%","8.0%","3.0%","4.0%","26.0%","28.0%","25.0%","0.06","0.04","0.29","0.27","244","317","0.77","1,464","1,754","0.83","73","290"
"2020/11/10","25","6","239","70","77","15","1,485","426","179","533","16","106","21","99.57143","14.42857","4.0%","5.0%","1,724","496","7.0%","8.0%","4.0%","4.0%","25.0%","27.0%","25.0%","0.07","0.04","0.21","0.21","270","317","0.85","1,577","1,754","0.9","47","177"
"2020/11/11","26","0","251","76","72","10","1,513","406","180","533","17","102","10","100","14.57143","4.0%","5.0%","1,764","482","7.0%","8.0%","4.0%","4.0%","25.0%","25.0%","25.0%","0.07","0.04","0.22","0.2","277","317","0.87","1,595","1,754","0.91","40","159"
"2020/11/12","27","1","237","90","78","14","1,496","417","175","538","23","110","15","103.28571","14.57143","4.0%","5.0%","1,733","507","7.0%","8.0%","4.0%","4.0%","24.0%","25.0%","24.0%","0.08","0.04","0.25","0.21","265","317","0.84","1,588","1,754","0.91","52","166"
"2020/11/13","36","1","238","79","89","5","1,451","449","173","540","44","129","6","108.42857","13.57143","5.0%","5.0%","1,689","528","8.0%","8.0%","4.0%","4.0%","24.0%","24.0%","24.0%","0.1","0.04","0.22","0.23","275","317","0.87","1,545","1,754","0.88","42","209"
"2020/11/14","38","2","223","91","93","9","1,400","485","172","535","25","135","11","113.14286","12.85714","5.0%","5.0%","1,623","576","8.0%","9.0%","4.0%","5.0%","23.0%","25.0%","23.0%","0.11","0.05","0.26","0.24","263","317","0.83","1,502","1,754","0.86","54","252"
"2020/11/15","43","4","208","93","98","2","1,383","516","166","542","33","145","6","119.14286","12","5.0%","6.0%","1,591","609","9.0%","10.0%","4.0%","5.0%","23.0%","24.0%","23.0%","0.12","0.05","0.27","0.26","255","317","0.8","1,483","1,754","0.85","62","271"
"2020/11/16","45","0","213","97","101","7","1,401","511","171","537","32","151","7","125.42857","10.85714","5.0%","6.0%","1,614","608","10.0%","10.0%","4.0%","5.0%","23.0%","24.0%","23.0%","0.13","0.05","0.27","0.25","258","317","0.81","1,509","1,754","0.86","59","245"
"2020/11/17","41","1","233","77","109","6","1,492","393","169","544","22","155","7","132.42857","8.85714","6.0%","6.0%","1,725","470","10.0%","11.0%","5.0%","5.0%","23.0%","24.0%","23.0%","0.12","0.05","0.22","0.2","275","317","0.87","1,607","1,754","0.92","42","147"
"2020/11/18","47","0","237","68","109","6","1,527","361","187","526","29","161","6","140.85714","8.28571","6.0%","6.0%","1,764","429","11.0%","12.0%","5.0%","5.0%","23.0%","24.0%","22.0%","0.13","0.05","0.19","0.18","284","317","0.9","1,642","1,754","0.94","33","112"
"2020/11/19","50","0","235","64","112","9","1,534","372","183","508","24","166","9","148.85714","7.42857","6.0%","7.0%","1,769","436","12.0%","13.0%","5.0%","5.0%","22.0%","23.0%","22.0%","0.14","0.06","0.18","0.18","285","317","0.9","1,655","1,754","0.94","32","99"
"2020/11/20","50","1","243","69","121","11","1,495","419","181","531","34","175","12","155.42857","8.28571","7.0%","7.0%","1,738","488","13.0%","13.0%","5.0%","6.0%","22.0%","23.0%","22.0%","0.14","0.06","0.19","0.2","294","317","0.93","1,627","1,754","0.93","23","127"
"2020/11/21","53","1","249","58","133","15","1,487","378","171","540","30","192","16","163.57143","9","7.0%","7.0%","1,736","436","13.0%","14.0%","6.0%","6.0%","21.0%","21.0%","21.0%","0.15","0.07","0.16","0.19","303","317","0.96","1,635","1,754","0.93","14","119"
"2020/11/22","53","1","218","85","132","10","1,427","445","185","530","23","191","11","170.14286","9.71429","7.0%","8.0%","1,645","530","14.0%","14.0%","6.0%","6.0%","20.0%","21.0%","20.0%","0.15","0.07","0.24","0.22","272","317","0.86","1,569","1,754","0.89","45","185"
"2020/11/23","49","4","215","68","144","13","1,407","446","188","523","30","197","17","176.71429","11.14286","7.0%","8.0%","1,622","514","14.0%","14.0%","6.0%","7.0%","20.0%","20.0%","20.0%","0.15","0.07","0.2","0.22","268","317","0.85","1,564","1,754","0.89","49","190"
"2020/11/24","49","5","241","48","160","17","1,597","254","181","523","45","213","22","185","13.28571","8.0%","8.0%","1,838","302","14.0%","15.0%","6.0%","7.0%","19.0%","19.0%","19.0%","0.14","0.08","0.14","0.13","295","317","0.93","1,774","1,754","1.01","22","0"
"2020/11/25","56","3","222","56","161","15","1,567","273","183","523","30","221","18","193.57143","15","8.0%","9.0%","1,789","329","15.0%","15.0%","7.0%","7.0%","18.0%","18.0%","18.0%","0.17","0.08","0.17","0.14","281","317","0.89","1,743","1,754","0.99","36","11"
"2020/11/26","68","1","217","54","150","14","1,489","352","193","513","32","222","15","201.57143","15.85714","9.0%","9.0%","1,706","406","16.0%","16.0%","7.0%","8.0%","18.0%","18.0%","18.0%","0.2","0.07","0.16","0.18","286","317","0.9","1,653","1,754","0.94","31","101"
"2020/11/27","71","2","193","72","164","12","1,349","443","190","516","59","239","14","210.71429","16.14286","9.0%","10.0%","1,542","515","17.0%","17.0%","7.0%","8.0%","18.0%","18.0%","18.0%","0.21","0.08","0.21","0.23","266","317","0.84","1,525","1,754","0.87","51","229"
"2020/11/28","74","2","195","65","192","18","1,364","401","186","520","62","272","20","222.14286","16.71429","9.0%","10.0%","1,559","466","18.0%","18.0%","8.0%","9.0%","19.0%","19.0%","19.0%","0.22","0.1","0.19","0.2","271","317","0.85","1,574","1,754","0.9","46","180"
"2020/11/29","78","0","194","66","201","15","1,475","317","181","525","48","286","15","235.71429","17.28571","10.0%","11.0%","1,669","383","19.0%","20.0%","8.0%","9.0%","18.0%","18.0%","18.0%","0.23","0.1","0.2","0.16","272","317","0.86","1,691","1,754","0.96","45","63"
"2020/11/30","81","1","197","52","199","8","1,383","418","186","520","46","288","9","248.71429","16.14286","11.0%","11.0%","1,580","470","20.0%","21.0%","9.0%","9.0%","18.0%","17.0%","18.0%","0.24","0.1","0.16","0.21","279","317","0.88","1,590","1,754","0.91","38","164"
"2020/12/01","83","2","214","44","197","5","1,461","346","185","530","50","287","7","259.28571","14","11.0%","12.0%","1,675","390","22.0%","22.0%","9.0%","10.0%","18.0%","17.0%","18.0%","0.24","0.1","0.13","0.17","299","317","0.94","1,663","1,754","0.95","18","91"
"2020/12/02","82","0","205","50","208","11","1,469","327","184","531","67","296","11","270","13","12.0%","12.0%","1,674","377","23.0%","23.0%","9.0%","10.0%","18.0%","17.0%","19.0%","0.24","0.1","0.15","0.16","287","317","0.91","1,688","1,754","0.96","30","66"
"2020/12/03","79","0","216","47","227","15","1,482","312","182","533","46","311","15","282.71429","13","12.0%","13.0%","1,698","359","23.0%","23.0%","10.0%","11.0%","18.0%","17.0%","18.0%","0.23","0.11","0.14","0.15","295","317","0.93","1,724","1,754","0.98","22","30"
"2020/12/04","83","0","204","47","230","13","1,486","297","171","520","60","319","13","294.14286","12.85714","13.0%","13.0%","1,690","344","24.0%","24.0%","10.0%","11.0%","17.0%","16.0%","17.0%","0.25","0.11","0.14","0.15","287","317","0.91","1,729","1,754","0.99","30","25"
"2020/12/05","82","1","193","54","245","18","1,425","333","170","546","56","333","19","302.85714","12.71429","13.0%","13.0%","1,618","387","24.0%","24.0%","11.0%","11.0%","16.0%","15.0%","17.0%","0.25","0.12","0.16","0.16","276","317","0.87","1,688","1,754","0.96","41","66"
"2020/12/06","86","0","193","50","271","20","1,373","364","167","548","62","365","20","314.14286","13.42857","13.0%","14.0%","1,566","414","25.0%","25.0%","11.0%","12.0%","17.0%","15.0%","17.0%","0.26","0.13","0.15","0.18","279","317","0.88","1,664","1,754","0.95","38","90"
"2020/12/07","90","4","173","52","285","26","1,364","364","168","552","75","383","30","327.71429","16.42857","14.0%","15.0%","1,537","416","25.0%","25.0%","12.0%","12.0%","16.0%","15.0%","17.0%","0.28","0.14","0.16","0.18","267","317","0.84","1,675","1,754","0.95","50","79"
"2020/12/08","91","4","199","31","300","16","1,427","290","180","540","76","403","20","344.28571","18.28571","15.0%","15.0%","1,626","321","26.0%","26.0%","12.0%","13.0%","16.0%","14.0%","16.0%","0.28","0.15","0.1","0.14","294","317","0.93","1,743","1,754","0.99","23","11"
"2020/12/09","94","2","198","45","309","11","1,393","252","199","593","83","414","13","361.14286","18.57143","15.0%","16.0%","1,591","297","26.0%","27.0%","13.0%","14.0%","15.0%","14.0%","16.0%","0.28","0.16","0.13","0.13","294","317","0.93","1,713","1,754","0.98","23","41"
"2020/12/10","93","4","209","43","326","22","1,364","234","198","534","72","426","26","377.57143","20.14286","16.0%","17.0%","1,573","277","27.0%","27.0%","14.0%","15.0%","15.0%","14.0%","15.0%","0.27","0.17","0.12","0.12","306","317","0.97","1,712","1,754","0.98","11","42"
"2020/12/11","93","5","191","47","340","18","1,343","254","205","527","82","446","23","395.71429","21.57143","17.0%","18.0%","1,534","301","27.0%","28.0%","15.0%","16.0%","15.0%","14.0%","15.0%","0.28","0.17","0.14","0.13","289","317","0.91","1,701","1,754","0.97","28","53"
"2020/12/12","100","2","188","45","370","16","1,247","293","206","536","87","484","18","417.28571","21.42857","18.0%","19.0%","1,435","338","28.0%","29.0%","16.0%","17.0%","15.0%","13.0%","15.0%","0.3","0.19","0.13","0.15","290","317","0.91","1,633","1,754","0.93","27","121"
"2020/12/13","105","2","174","54","374","21","1,221","303","204","528","103","491","23","435.28571","21.85714","19.0%","20.0%","1,395","357","28.0%","29.0%","17.0%","18.0%","14.0%","14.0%","14.0%","0.31","0.19","0.16","0.16","281","317","0.89","1,616","1,754","0.92","36","138"
"2020/12/14","121","1","165","51","396","24","1,218","308","220","511","89","528","25","456","21.14286","20.0%","21.0%","1,383","359","30.0%","30.0%","18.0%","19.0%","14.0%","13.0%","14.0%","0.36","0.2","0.15","0.16","287","317","0.91","1,638","1,754","0.93","30","116"
"2020/12/15","129","2","173","40","417","19","1,204","301","230","502","110","558","21","478.14286","21.28571","21.0%","22.0%","1,377","341","31.0%","32.0%","19.0%","20.0%","14.0%","14.0%","14.0%","0.38","0.21","0.12","0.16","304","317","0.96","1,640","1,754","0.94","13","114"
"2020/12/16","124","1","177","41","431","21","1,211","281","233","499","99","566","22","499.85714","22.57143","22.0%","23.0%","1,388","322","32.0%","33.0%","20.0%","21.0%","14.0%","13.0%","15.0%","0.36","0.22","0.12","0.14","302","317","0.95","1,663","1,754","0.95","15","91"
"2020/12/17","128","1","168","46","437","20","1,198","302","222","512","102","576","21","521.28571","21.85714","23.0%","24.0%","1,366","348","34.0%","34.0%","20.0%","21.0%","15.0%","14.0%","15.0%","0.37","0.22","0.13","0.15","297","317","0.94","1,655","1,754","0.94","20","99"
"2020/12/18","128","5","165","38","471","26","1,188","320","236","493","102","610","31","544.71429","23","24.0%","25.0%","1,353","358","35.0%","36.0%","21.0%","22.0%","15.0%","13.0%","15.0%","0.38","0.23","0.11","0.16","298","317","0.94","1,685","1,754","0.96","19","69"
"2020/12/19","128","3","168","37","470","18","1,193","296","239","491","106","608","21","562.42857","23.42857","25.0%","26.0%","1,361","333","36.0%","37.0%","22.0%","23.0%","15.0%","13.0%","15.0%","0.38","0.24","0.11","0.15","299","317","0.94","1,681","1,754","0.96","18","73"
"2020/12/20","129","5","165","38","483","22","1,191","276","234","497","99","621","27","581","24","25.0%","26.0%","1,356","314","37.0%","38.0%","23.0%","24.0%","15.0%","12.0%","15.0%","0.38","0.24","0.11","0.14","299","317","0.94","1,696","1,754","0.97","18","58"
"2020/12/21","129","3","153","33","485","19","1,253","281","231","492","59","623","22","594.57143","23.57143","26.0%","27.0%","1,406","314","38.0%","39.0%","23.0%","24.0%","14.0%","12.0%","15.0%","0.41","0.24","0.1","0.14","285","317","0.9","1,757","1,754","1","32","0"
"2020/12/22","137","3","152","35","484","22","1,278","261","240","483","106","631","25","605","24.14286","26.0%","27.0%","1,430","296","39.0%","39.0%","23.0%","24.0%","14.0%","11.0%","14.0%","0.42","0.24","0.11","0.13","292","317","0.92","1,784","1,754","1.02","25","0"
"2020/12/23","146","2","151","37","487","16","1,235","248","244","479","124","645","18","616.28571","23.57143","26.0%","27.0%","1,386","285","40.0%","41.0%","24.0%","25.0%","14.0%","11.0%","14.0%","0.43","0.25","0.11","0.12","299","317","0.94","1,738","1,754","0.99","18","16"
"2020/12/24","152","0","147","30","500","15","1,136","272","244","479","119","665","15","629","22.71429","27.0%","28.0%","1,283","302","41.0%","42.0%","24.0%","25.0%","14.0%","11.0%","14.0%","0.46","0.26","0.09","0.14","299","317","0.94","1,651","1,754","0.94","18","103"
